id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
education in the united arab emirates	0.048	0.485	1	61	86	1	0	0	0	0	0
egypt	-1.0735	0.2135	4	1831	1069032	1030	0.8845	23.301	4.3883	53.301	5.2369
egyptian religion	-1.0003	0.5102	4	1075	48912	73	0.8356	26.027	8.1096	65.753	8.9315
el salvador	-0.286	-0.4339	1	1395	77233	140	0.8571	17.143	1.65	27.857	2.5071
elections and referendums	-0.0088	-0.4039	3	1886	1929758	3405	0.2308	7.372	0.7207	21.733	0.9407
electoral districts in canada	0.1293	-0.9446	3	368	17657	113	0.292	1.77	0.0177	1.77	0.3097
electrical engineering	0.2033	0.5339	1	1679	215113	415	2.5614	38.795	3.2048	57.108	5.441
electronic	0.4157	0.5997	2	1799	506916	993	2.1662	32.628	1.997	42.9	3.9899
electronic music	0.7144	0.4547	2	1726	588951	1462	0.0684	2.736	0.9466	23.119	1.013
emergency medicine and ems	0.1527	0.6511	1	1704	151472	205	6.7317	52.195	1.5561	41.951	8.1854
eminem	0.8226	0.2969	2	920	43960	69	0.0145	1.449	0.6957	20.29	0.7101
emmerdale	0.9468	0.3306	2	439	5343	32	0.0312	3.125	0.1875	15.625	0.1875
emory university-related	0.2927	-0.1644	3	678	4592	5	0.8	40	0.6	20	1.4
empire of brazil	-0.6008	-0.1962	1	667	12870	17	0	0	2.4706	35.294	2.4706
endangered languages	-0.6495	0.2834	4	1253	76603	146	1.4178	34.932	2.0753	49.315	3.3836
energy	-0.0582	0.4232	1	1914	1061141	2139	2.3202	32.819	1.5381	40.673	3.734
engineering	-0.0365	0.3729	1	1897	586631	1082	2.2652	33.641	2.1673	49.63	4.2911
england-related	-0.2595	0.1477	5	2013	5118506	7652	0.3615	12.624	2.6673	50.706	3.0123
english language	-0.3676	0.2512	5	1871	241385	161	1.1491	34.783	4.8385	68.944	5.7205
english non-league football	0.6748	-0.8551	5	1126	223275	431	0.0023	0.232	1.6937	53.596	1.6961
english royalty	-0.7178	0.1658	5	1335	245132	177	1.339	38.418	8.4011	72.316	9.6893
environment	-0.0215	0.5262	1	1981	1861955	2642	6.8391	53.558	2.2509	48.41	8.8751
epilepsy	0.2325	0.8681	1	1488	99001	125	24.44	92.8	5.344	63.2	29.352
episode coverage	0.9222	-0.0385	2	1818	1257856	3754	0.0194	1.545	0.8559	30.687	0.8743
epistemology	-0.3945	0.682	4	1479	357232	181	4.1602	60.221	7.6409	79.558	11.5249
equatorial guinea	-0.3424	-0.1177	1	1465	46507	50	0.52	18	1.82	40	2.34
equine	-0.3661	0.2228	1	1740	217532	652	1.4601	23.313	2.1902	44.172	3.6365
er	0.758	-0.107	2	522	4216	6	0.1667	16.667	1.3333	33.333	1.5
erie	0.2786	-0.8169	3	1010	27994	93	0.0215	2.151	1.0215	29.032	1.043
eritrea	-0.8961	0.0457	4	1395	103179	84	1.3333	28.571	3.7143	51.19	4.9762
esa	-0.2649	-0.6317	1	1109	68677	67	3.5373	43.284	0.8358	35.821	4.2537
esperanto task force	-0.4567	0.4148	4	1181	26470	43	0.4884	25.581	2.3256	48.837	2.814
espionage	-0.2865	-0.557	6	1777	641444	747	0.423	13.253	2.6466	50.87	3.0388
esports	0.6506	0.5333	2	1258	52451	201	0.0199	1.493	0.2239	9.453	0.2438
essex	-0.0778	-0.4204	5	1419	93621	177	0.0791	5.65	1.2881	38.983	1.3672
estonia	-0.817	-0.2597	6	1622	270161	403	0.6328	13.896	2.4789	39.206	3.0744
eswatini	-0.702	-0.1852	1	1031	23905	31	1.3226	22.581	2.2258	48.387	3.4194
ethics	-0.3352	0.6317	4	1906	1283193	643	7.2131	60.653	9.818	75.117	16.6967
ethiopia	-0.8602	0.0891	4	1549	219182	362	1.8039	32.873	2.8011	45.58	4.4309
ethnic groups	-0.6712	0.1982	4	1994	1959863	1598	2.7434	43.93	9.0882	73.091	11.7597
etymology	-0.6702	0.2814	4	1482	44105	52	0.75	28.846	5.25	82.692	5.9808
europe	-0.6593	-0.0755	1	1939	1154517	664	2.7033	35.241	4.1867	46.235	6.7651
europe floorball task force	-0.3855	-0.3743	1	76	768	16	0	0	0	0	0
europe road transport	-0.6366	-0.0152	5	762	18394	82	0	0	0.4024	26.829	0.4024
european animation	0.9279	0.1421	2	1157	27339	63	0.0159	1.587	1.1429	41.27	1.1587
european comics	0.2455	0.2333	2	1304	42401	100	0.14	5	4.76	61	4.88
european history	-0.9896	-0.1263	6	1963	2916974	1202	1.7812	35.774	10.9617	70.549	12.6389
european ice hockey task force	0.5229	-0.7568	3	678	30319	120	0	0	0.1917	9.167	0.1917
european microstates	-0.7855	0.3866	4	1868	900055	543	0.3425	12.707	3.1971	41.805	3.5193
european military history	-1.0476	-0.5287	6	2016	20066192	31162	0.1471	6.11	2.6549	53.164	2.796
european union	-0.3749	-0.1236	1	1706	520069	774	0.4664	14.083	1.0853	28.941	1.5245
eurovision	0.4349	0.2787	2	1778	380057	965	0.0166	0.725	0.2694	9.534	0.2839
evangelical christianity	-0.5786	0.5319	4	1756	310276	377	0.2042	7.958	3.0981	39.788	3.2944
evolutionary biology	-0.1465	0.8812	1	1698	453659	497	22.3461	87.324	6.3119	73.038	28.171
explosives	-1.1555	-0.099	5	1513	190506	203	0.67	16.256	1.8424	36.946	2.4778
extinction	-0.1496	0.8473	1	1391	107184	190	13.9579	83.684	4.4105	73.158	18.0368
falkland islands	-0.4904	-0.397	1	1493	84201	74	0.5405	17.568	5.6216	60.811	6.1486
falun gong	-0.4556	0.4365	4	791	12337	15	3	53.333	8.6667	80	11.6667
family guy	0.9532	-0.0765	2	1219	62141	138	0.0145	0.725	0.3986	17.391	0.413
fantasy fiction	0.3784	0.4512	2	1572	153171	446	0.2085	7.848	2.1188	44.843	2.3206
faroe islands	-0.5784	0.2404	1	1249	38235	81	1.8025	22.222	3.037	40.741	4.8395
fascism	-0.7943	-0.224	6	1709	746596	376	0.8404	28.723	8.5691	65.16	9.3697
fashion	0.3866	0.2607	2	1930	620869	1266	0.5577	14.929	2.4668	47.314	2.9874
fawlty towers	0.6014	0.1307	2	299	887	1	1	100	7	100	7
fbi	0.1349	-0.2662	3	1590	206785	190	0.3789	11.579	4.5105	67.368	4.8684
fc bayern munich	0.5469	-0.9815	5	692	33913	36	0	0	0.1111	8.333	0.1111
federated states of micronesia	-0.5107	-0.2907	1	1023	19750	30	0.5	23.333	2.2	50	2.7
feminism	0.0932	0.3099	4	1939	1593751	2542	2.1613	34.815	4.1617	62.038	6.2667
fencing	-0.1309	-0.0968	3	1012	11705	46	0.1522	6.522	1.2826	34.783	1.4348
festivals	0.2295	0.4155	2	1789	147050	203	0.1182	9.36	2.5172	36.453	2.6256
fictional character	0.9879	0.2715	2	1877	1635343	3680	0.0837	4.484	2.2701	50.734	2.3503
figure skating	0.593	-0.2734	3	1281	96609	240	0.0375	1.25	0.3917	16.25	0.4292
fiji	-0.3822	-0.3607	1	1288	47893	119	0.5126	8.403	0.6723	20.168	1.1765
film	0.7532	0.1168	2	2020	4265360	8500	0.1094	5.035	1.6829	35.024	1.7844
film awards	0.6917	0.0564	2	1352	55031	61	0.082	1.639	0.3607	19.672	0.4262
film festivals	0.6392	0.0793	2	1342	46909	66	0.0909	3.03	0.2576	6.061	0.3333
filmmaking	0.8157	0.164	2	1860	504037	378	0.5476	14.021	2.4259	53.175	2.9365
finance & investment	0.0868	0.1217	1	1989	1093625	1785	0.8852	20.84	1.772	38.375	2.5815
finland	-0.6143	-0.2475	6	1876	533822	1264	0.3054	7.991	1.4003	30.934	1.697
finland floorball task force	-0.3835	-0.3746	1	80	451	9	0	0	0	0	0
fire service	-0.2222	-0.0331	1	1749	177309	339	0.528	12.979	1.1563	30.973	1.6785
firearms	-0.9097	-0.7356	6	1686	423265	707	0.5375	9.052	3.3112	58.84	3.819
firefly	0.9122	0.1661	2	823	11451	22	0.1364	4.545	2.3636	54.545	2.5
fishes	-0.0868	0.8662	1	1518	271599	1242	4.1924	66.425	1.8502	54.831	6.0064
fishing	-0.1552	0.7501	1	1726	372056	588	4.6684	46.088	2.1854	52.721	6.7534
flood	-0.1032	-0.517	1	1364	39131	115	0.7478	32.174	0.5739	25.217	1.3043
floorball	-0.301	-0.4548	1	315	2805	47	0	0	0	0	0
florida	0.4787	-0.6935	3	1931	1085391	1723	0.2107	6.5	1.1434	30.702	1.35
florida gators	0.6554	-0.6837	3	1038	82432	179	0.0168	1.117	0.5698	25.698	0.5866
florida road transport	0.4364	-0.9021	3	607	27456	157	0	0	0.0446	4.459	0.0446
florida state university	0.5358	-0.5885	3	1334	64233	70	0.3857	11.429	1.4286	37.143	1.7857
fluid dynamics	-0.1339	-0.8511	1	1666	257110	357	4.4426	57.983	3.0644	66.106	7.3305
folklore	-0.5181	0.6102	4	1777	248959	300	1.3233	34.667	5.5267	61	6.81
food and drink	-0.0254	0.6806	1	2032	2002126	4580	2.6271	29.869	2.7624	54.41	5.3111
foodservice	0.2337	0.3609	1	1765	195281	478	0.3013	6.485	1.5921	41.213	1.887
football	0.5642	-0.8458	5	1928	3895614	8914	0.015	0.718	0.6664	22.369	0.6808
football (soccer) in australia	0.6653	-0.8213	5	1112	107895	239	0	0	0.2845	11.297	0.2845
football in africa	0.4911	-0.8696	5	1036	105346	379	0	0	0.4485	15.831	0.4485
football in argentina	0.5271	-0.8975	5	958	64640	121	0.0083	0.826	0.2479	13.223	0.2562
football in brazil	0.5105	-0.8842	5	1124	108836	210	0.0048	0.476	0.6048	10.476	0.6095
football in england	0.6317	-0.8746	5	1682	1882553	3351	0.0084	0.507	1.1874	41.659	1.1955
football in finland	0.5344	-0.121	2	92	198	1	0	0	0	0	0
football in france	0.5944	-0.9446	5	1303	261511	483	0.0021	0.207	0.2464	11.594	0.2484
football in germany	0.5199	-0.9543	5	1301	280722	581	0.0052	0.516	0.1979	10.327	0.2031
football in india	0.4999	-0.8118	5	876	35007	111	0	0	0.1351	5.405	0.1351
football in iran	0.4705	-0.8813	5	519	7789	27	0	0	0.037	3.704	0.037
football in ireland	0.7014	-0.8611	5	1010	98926	224	0.0045	0.446	0.8571	40.625	0.8616
football in italy	0.5609	-0.9545	5	1298	359664	531	0.0151	0.188	0.403	16.008	0.4181
football in norway	0.5377	-0.9729	5	144	783	1	0	0	0	0	0
football in scotland	0.6674	-0.9126	5	1280	329110	764	0.0092	0.785	0.9372	35.995	0.9463
football in spain	0.5347	-0.9236	5	1362	389163	585	0.0051	0.513	0.4256	16.068	0.4308
football in sweden	0.6042	-0.9155	5	891	57186	132	0	0	0.4924	15.909	0.4924
football in the netherlands	0.5889	-0.9754	5	1050	129822	230	0	0	0.3	12.609	0.3
football in wales	0.684	-0.8846	5	1093	153631	351	0.0028	0.285	1.5356	56.125	1.5385
football season	0.5724	-0.9105	5	1287	676589	1974	0	0	0.2827	10.233	0.2827
football variant	0.5832	-0.7661	5	1290	48598	120	0.0167	1.667	0.3417	15	0.35
forestry	-0.069	0.4667	1	1744	206148	324	3.3426	42.901	2.1914	50.926	5.4537
former country	-1.0518	-0.0392	4	2019	4612713	2403	0.8623	25.135	7.3446	69.621	8.1573
formula one	0.1031	-0.4399	1	1400	271717	694	0.0677	0.865	0.7161	27.666	0.7839
fortifications	-1.2577	-0.1629	6	1797	912028	2724	0.1046	5.8	1.5374	43.282	1.6388
france	-0.7515	-0.1315	6	2037	5631267	7955	0.3227	11.163	2.5324	48.045	2.8411
franco-americans	0.1606	-0.6622	3	1620	142650	85	0.8235	23.529	5.7176	57.647	6.4941
frank sinatra	0.5966	0.1144	2	839	12677	9	0	0	17.7778	88.889	17.7778
fraternities and sororities	0.3793	-0.2884	3	1386	121624	346	0.0838	3.757	0.4566	23.41	0.5376
"frederick county, maryland"	0.2175	-0.2988	3	980	27268	34	0.0294	2.941	1	29.412	1.0294
free and open-source software	0.5238	0.7008	2	1517	280845	521	0.5489	16.123	1.1228	29.367	1.5547
freedom of speech	0.3202	0.0979	2	1996	752838	393	0.888	29.771	3.1399	53.944	3.9644
freemasonry-related	-0.4017	0.0654	4	1306	47797	109	0.156	2.752	1.7982	37.615	1.9541
french africa	-0.6844	0.0002	1	940	13514	18	2.6111	50	2.1667	61.111	4.3889
french cinema	0.6806	0.0945	2	1507	120854	281	0.1246	6.762	1.8434	39.502	1.9609
french communes	-0.8131	-0.0986	6	1666	272858	187	0.1016	5.348	2.5722	36.898	2.6738
french guiana	-0.4646	0.0524	1	1602	78912	66	3.9394	53.03	2.0606	51.515	5.9242
french military history	-1.2018	-0.434	6	1933	3850350	4475	0.1569	6.302	2.9408	54.168	3.0923
french polynesia	-0.5713	-0.0959	1	1530	61104	62	1.3065	37.097	3.371	62.903	4.5
friends	0.744	0.0056	2	703	9796	20	0	0	2.5	55	2.5
fungi	0.0098	0.8531	1	1390	156624	1282	6.8354	78.003	3.4649	69.579	10.2184
furry	0.6234	0.5234	2	1041	13577	32	0.8125	12.5	1.4062	43.75	2.2188
futurama	0.9956	-0.0112	2	862	18672	41	0.0732	4.878	0.3659	19.512	0.439
futures studies	-0.1889	0.7317	1	1519	120854	108	10.2963	70.37	5.6759	72.222	15.7037
g.i. joe	0.9679	0.1359	2	788	12623	30	0.0667	3.333	3.3	76.667	3.3667
gabon	-0.6432	0.0015	1	1557	62495	50	0.96	28	1.82	40	2.74
gaelic games	-0.0533	-0.0164	5	1091	41394	272	0.0809	1.471	0.2206	9.191	0.2978
galicia	-0.8557	0.0389	4	1151	46918	79	0.3797	18.987	2.4177	46.835	2.7975
gambia	-0.6203	0.0816	1	1267	42345	90	0.6222	18.889	2.1	37.778	2.7222
gambling	0.5157	-0.1702	3	1679	106219	247	0.6194	9.717	1.996	34.818	2.5466
game theory	-0.0152	0.5726	1	1071	39021	85	9.2706	84.706	5.8	71.765	13.9294
gastroenterology	0.2454	0.8867	1	1217	62822	150	20.4	88	1.96	52.667	22.1533
gastropods	-0.0564	0.9516	1	1245	87258	613	1.4437	28.385	0.4551	14.845	1.8809
gaul	-0.9708	0.3628	4	1166	61289	44	0.75	22.727	3.9545	68.182	4.5909
gdr	-0.5073	-0.3736	6	1217	67426	89	0.1236	5.618	2.8427	44.944	2.9663
geelong	-0.0428	0.316	1	723	10683	38	0	0	0.2632	23.684	0.2632
gemology and jewelry	-0.5444	0.3131	1	1550	85848	183	2.2951	30.601	3.2459	59.563	5.4809
gender studies	0.0792	0.3685	4	1887	964649	1137	4.5207	53.914	5.5233	66.403	9.927
gene wiki	0.0899	0.9602	1	251	8097	71	33.2676	88.732	0.2254	14.085	33.3803
genealogy	0.0033	-0.2113	3	1601	130251	103	1.0874	18.447	2.4369	44.66	3.4757
general meteorology	-0.1782	-0.6721	1	1668	196915	162	9.8395	71.605	5.0494	69.753	14.7037
genetic engineering task force	0.0182	0.9304	1	969	24393	45	28.6	91.111	3.4889	66.667	31.0889
genetics	0.0309	0.9034	1	1746	555719	1333	22.1905	86.122	2.3331	50.938	24.156
geography	-0.5038	0.007	1	2074	3587911	1793	2.5923	35.806	3.8812	55.717	6.3726
geography of brazil	-0.21	-0.5494	1	1682	163396	191	1.3717	28.796	1.377	36.126	2.6806
geography of canada	0.0882	-0.9465	3	1858	563572	737	0.7626	18.589	1.8073	44.233	2.5482
geography of ethiopia	-0.815	0.0916	4	179	514	1	2	100	2	100	4
geography of the united arab emirates	-0.6927	0.2558	1	136	282	1	28	100	10	100	38
geological periods	-0.1556	0.971	1	826	60680	10	14.8	100	3.4	90	17.9
geology	-0.1226	0.5153	1	1941	1115239	1968	7.0097	57.317	2.373	51.372	9.1423
george harrison	0.7705	0.5047	2	1352	125125	178	0.0225	1.685	6.9438	45.506	6.9663
george martin	0.8219	0.4906	2	1292	138157	186	0	0	11.4462	82.258	11.4462
george washington university-related	0.3769	-0.1188	3	1669	108499	31	0.4194	9.677	1.7097	38.71	2.129
georgia (country)	-1.0036	0.0374	4	1641	402036	536	0.4869	16.045	2.8974	48.694	3.3545
georgia (u.s. state)	0.535	-0.347	3	1965	1160451	1532	0.1775	7.311	1.5228	33.029	1.6939
georgia (u.s. state) road transport	0.4349	-0.928	3	528	21304	162	0	0	0.0247	2.469	0.0247
georgia institute of technology	0.6382	-0.6921	3	1147	53088	142	0.3239	9.155	1	36.62	1.2887
georgia tech athletics	0.7433	-0.7329	3	827	30770	57	0	0	1.5965	42.105	1.5965
german cinema	0.6612	0.0884	2	1506	96047	212	0.0849	3.774	2.4528	39.151	2.533
german military history	-1.0783	-0.7035	6	1931	6422885	6186	0.1435	5.626	3.5866	56.256	3.7242
german transportation	-0.668	-0.118	5	601	24805	186	0	0	1.5753	68.817	1.5753
germany	-0.9204	-0.3874	6	2036	8046056	10282	0.299	9.541	2.9345	46.431	3.2212
ghana	-0.5019	0.1164	1	1517	95683	371	0.5741	14.555	1.3558	26.954	1.9137
ghost town	-0.0207	-0.6642	3	1162	32381	101	0.0891	6.931	2.4158	53.465	2.505
gibraltar	-1.3257	-0.3301	6	1529	207729	265	1.5736	9.811	3.0792	66.415	4.6377
gibraltarpedia-related	-1.3361	-0.3616	6	1280	128514	186	0.1237	6.989	2.543	68.28	2.6613
gilbert and sullivan	0.348	0.2644	2	1162	67854	328	0.0213	1.524	1.6829	53.354	1.7043
giro d'italia	-0.0634	-0.0613	5	417	23524	54	0.0185	1.852	0.6111	16.667	0.6296
glacier	-0.3164	-0.0375	1	1165	44893	147	4.5918	47.619	1.6803	42.177	6.0748
glass	-0.0976	0.4686	1	1765	170768	293	1.9795	33.447	2.4027	52.218	4.3447
glee	0.8801	0.138	2	982	74551	123	0	0	0.0325	2.439	0.0325
gliding	-0.8237	-1.2228	6	1092	122125	860	0.0116	0.581	1	53.372	1.0105
globalization	-0.2612	0.2995	1	1843	410133	274	6.573	57.299	3.9453	64.234	10.3358
go	0.3135	0.4728	2	623	6673	64	0.7031	12.5	0.75	15.625	1.3438
goa	-0.5098	0.8	4	1246	46723	100	0.27	12	2.76	50	3.02
golf	0.4399	-0.3339	3	1663	172714	351	0.0484	2.279	0.9886	29.63	1.037
good charlotte	0.6374	0.3835	2	285	2346	8	0	0	0.125	12.5	0.125
google	0.5009	0.513	2	1943	394510	233	0.7639	18.884	0.6395	24.893	1.3176
gospel music	0.6493	0.1972	2	551	4630	10	0	0	0.2	20	0.2
government and laws of brazil	-0.2426	-0.5484	1	1633	143325	109	0.5138	22.018	1.6239	35.78	2.1101
governments of canada	0.0626	-0.9	3	1620	221629	287	0.1359	6.272	1.8537	35.192	1.9861
graffiti	0.1865	0.3668	2	1200	18996	36	0.25	16.667	2.0278	38.889	2.2778
grammy awards task force	0.7137	0.2195	2	590	8784	13	0.0769	7.692	0.1538	15.385	0.2308
graphic design	0.3516	0.5243	2	1609	78501	126	0.7619	19.841	3.0317	53.968	3.7778
greater boston public transit	0.1965	-0.5805	3	681	35583	108	0.0648	3.704	1.8981	75.926	1.963
greater manchester	0.081	0.1689	5	1857	540909	835	0.3485	13.054	3.1677	58.563	3.5066
greek	-1.0269	0.3058	4	2013	3710719	3347	0.6952	20.496	4.5551	58.082	5.1981
green bay packers	0.822	-0.6916	3	1100	137068	179	0	0	0.5866	25.698	0.5866
grenada	-0.3629	-0.3072	1	1616	79242	43	0.6512	25.581	2.6279	55.814	3.2326
grey's anatomy	0.8751	-0.0936	2	919	32705	74	0.0135	1.351	0.1622	5.405	0.1757
gtri	-0.1066	-0.8261	3	482	4007	17	0.2941	23.529	0.9412	52.941	1.2353
guadeloupe	-0.0246	-0.9491	1	1073	22713	31	1.1613	41.935	1.6129	58.065	2.7742
guam	-0.2333	-0.8762	1	1159	45460	66	0.2424	9.091	0.8182	37.879	1.0606
guam road transport	-0.1301	-0.8829	1	45	63	1	0	0	1	100	1
guatemala	-0.2917	-0.3631	1	1427	118229	397	0.5869	18.136	2.5592	48.363	3.1335
guinea	-0.6975	0.0399	1	1202	35294	61	2.4098	36.066	3.8033	49.18	6.1803
guinea-bissau	-0.6752	-0.0011	1	1023	23871	34	1.3529	23.529	3.4118	61.765	4.7647
guitarist	0.6054	0.3052	2	1670	312555	468	0.0556	3.205	3.156	53.632	3.2094
gujarat	-0.4885	0.8574	4	1429	126999	253	0.6008	18.577	4.7589	63.636	5.2688
gun politics	0.0656	-0.3836	3	1260	60999	54	4.463	29.63	5.1296	53.704	9.5185
guyana	-0.4091	0.3243	1	1654	100147	157	1.1529	24.841	2.535	47.134	3.6688
gwen stefani	0.8532	0.4353	2	914	47255	91	0	0	0.7582	15.385	0.7582
gymnastics	0.6296	-0.4414	3	1301	56400	214	0.1402	4.673	0.3364	13.551	0.472
hadith	-0.9588	0.4836	4	640	14544	16	0.5625	18.75	4.625	87.5	5.0625
haiti	-0.1981	-0.3772	1	1811	231348	294	1.1701	29.932	2.5034	52.721	3.6327
halloween	0.8582	0.0386	2	1343	42073	67	0.6418	11.94	3.1194	50.746	3.7164
halo	0.6921	0.6046	2	788	21235	64	0.0469	4.688	1.0938	39.062	1.1406
hamburg	-0.6801	-0.1314	6	1380	65794	107	0.1495	9.346	1.8131	51.402	1.9626
hampshire	-0.3253	-0.0987	5	1660	287839	541	0.085	5.915	1.6174	43.808	1.7024
"hampshire county, west virginia"	-0.0866	-0.8173	3	877	38494	73	0.0548	5.479	2.9589	78.082	3.0137
handball	0.3699	-0.5171	5	627	6423	58	0	0	0.0862	5.172	0.0862
hanna-barbera	1.0467	0.0044	2	1255	47584	56	0.0179	1.786	3.0357	71.429	3.0536
harold b. lee library-related	0.2296	0.0564	3	1481	80773	162	0.3519	13.58	4.2531	69.136	4.5864
harrisburg	0.3392	-0.8465	3	134	236	2	0	0	1	50	1
harry potter	0.542	0.1615	2	1491	115850	128	0.25	10.938	1.6875	42.969	1.9375
haryana	-0.3031	0.8835	4	1112	39965	51	0.1373	11.765	1.8431	33.333	1.9804
hawaii	0.0833	-0.325	3	1880	438946	854	0.6124	16.745	3.2916	56.323	3.8888
hawaii road transport	0.3538	-0.9855	3	288	1565	8	0.25	12.5	0.125	12.5	0.375
hazara	-0.8931	0.2155	4	706	11225	26	0.1923	3.846	1.3846	46.154	1.5769
health and fitness	0.1212	0.6672	1	1792	239400	425	9.8094	60.471	2.2824	47.765	11.9035
heavy metal	0.5648	0.354	2	1729	520143	1797	0.0362	1.391	1.1592	33.111	1.1925
hematology-oncology	0.2597	0.858	1	1574	142833	299	20.913	86.957	2.7759	61.538	23.4448
heraldry and vexillology	-0.7577	-0.0537	4	1831	386697	596	0.1795	10.067	2.297	49.664	2.4648
herbert art gallery and museum-related	-0.3059	0.2798	5	654	5962	15	0.2667	13.333	2.4	73.333	2.4667
herbs and spices	-0.1025	0.7902	1	1203	69839	84	3.6429	70.238	4.7738	76.19	8.2262
herefordshire	-0.4757	0.198	5	1172	47208	105	0.4667	18.095	2.3905	41.905	2.8476
heroes	0.8683	-0.0831	2	528	3868	8	0	0	0	0	0
herschend family entertainment	0.5381	-0.2599	3	558	3728	12	0	0	0.5	8.333	0.5
hersheypark	0.9402	-0.1804	2	151	545	4	0	0	0.5	50	0.5
hertfordshire	-0.1645	0.1773	5	1642	198958	324	0.213	6.79	2.2068	45.988	2.4105
high-importance pornography	0.3646	0.3316	2	1420	76652	117	0.7521	19.658	4.094	65.812	4.812
higher education	0.3196	-0.1178	3	2031	2234917	2741	0.3418	11.711	0.9471	31.704	1.282
highways	-0.2623	0.0833	5	1645	261536	707	0.0877	4.243	1.1966	30.552	1.2801
hiking trails	0.0712	-0.4599	3	1193	49833	181	0.0829	3.315	1.1878	32.044	1.2707
himachal pradesh	-0.5034	0.8179	4	1163	37180	45	0.2667	20	3.3778	55.556	3.6444
hindu philosophy	-0.5563	0.9346	4	1353	361693	144	1.5972	39.583	20.2569	88.889	21.7778
hinduism	-0.5276	0.8926	4	1754	1356507	1268	0.9464	25.158	10.4235	77.997	11.3091
hip hop	0.7875	0.2865	2	1760	895464	2001	0.0445	1.999	0.7091	18.991	0.7511
his dark materials task force	-0.11	0.4812	2	444	1793	5	0	0	3.4	80	3.4
hispanic and latino american	0.4449	-0.1812	3	1810	370927	376	0.508	15.691	2.3963	46.011	2.891
historic houses	-0.5766	0.2052	5	1759	386560	1339	0.0881	4.78	1.6243	44.063	1.7058
historic sites	-0.5521	0.3495	5	1873	1134937	3458	0.0975	4.685	1.5532	44.65	1.6475
history	-0.8037	0.2007	4	2052	8350039	7840	1.1955	28.418	6.1084	66.135	7.2288
history and politics of ethiopia	-0.8325	0.2742	4	810	13026	22	1.3636	36.364	4.1818	50	5.4545
history of brazil	-0.4695	-0.4215	1	1334	108484	130	0.3385	13.846	2.5154	43.077	2.8385
history of canada	-0.2698	-0.7686	6	1885	804251	399	0.9749	20.551	7.2331	64.16	8.1629
history of photography	0.2193	0.2372	2	1725	242465	597	0.3149	12.563	2.9196	55.946	3.2228
history of science	-0.2481	0.6084	1	1936	1492941	1190	6.7151	69.076	6.6748	75.546	13.1798
history of the paralympic movement in australia-related	0.7353	-0.3307	3	629	52191	217	0.1475	6.912	1.7143	38.71	1.8618
holby	1.0021	0.3139	2	627	40647	106	0.0189	1.887	0.0566	4.717	0.0755
holidays	-0.1461	0.4318	4	1920	485594	480	0.3646	15	4.2083	59.375	4.5563
holiness movement	-0.5592	0.502	4	1677	154999	101	0.1782	9.901	4.1089	53.465	4.2871
hollyoaks	0.9632	0.3195	2	350	13969	58	0.0172	1.724	0.0862	6.897	0.1034
holy roman empire	-0.9739	-0.0095	6	1703	471192	265	0.4906	19.623	4.9849	58.868	5.4528
home	0.1398	0.4732	1	1829	195994	311	1.5723	32.154	2.5466	56.592	4.0675
honduras	-0.2839	-0.4147	1	1297	45708	95	0.4842	11.579	1.1053	32.632	1.5684
hong kong	-0.2536	-0.0085	1	1846	440528	998	0.4168	11.122	1.3978	28.758	1.7916
hong kong cinema	0.69	0.1079	2	920	15548	44	0.1591	6.818	1.25	22.727	1.3864
hong kong football	0.6441	-0.9184	5	578	11239	28	0	0	0.8214	39.286	0.8214
hong kong road transport	-0.2734	-0.0117	1	303	2513	19	0.0526	5.263	1.0526	21.053	1.1053
hong kong transport	-0.2392	-0.0253	1	676	11480	26	0.0769	7.692	1.5	50	1.5769
horror	0.7702	0.2015	2	1819	691097	1760	0.1148	6.023	2.2097	41.875	2.3165
horse racing	-0.2705	0.0301	5	1517	115204	1639	0.0421	1.83	1.0677	42.587	1.1092
horticulture and gardening	-0.1063	0.7318	1	1680	171035	427	3.0141	27.166	2.5925	52.693	5.5152
hospital	0.044	0.4056	1	1729	180746	728	0.364	13.874	0.6552	27.335	1.0124
hotels	-0.0889	-0.0542	5	1609	104987	330	0.0333	2.121	1.7576	36.97	1.7879
house	0.749	0.0181	2	779	9415	27	0.1481	3.704	0.4815	25.926	0.5926
hudson county in new jersey	0.3822	-0.4378	3	1433	96580	172	0.064	4.07	1.3081	47.674	1.3721
hudson valley	0.1339	-0.6899	3	1795	377427	627	0.1722	7.177	1.5678	39.713	1.7352
human rights	-0.272	-0.0649	4	1996	2631643	2197	2.3264	35.093	5.3669	55.576	7.6104
human–computer interaction	0.4131	0.6411	2	1482	81491	63	6.0317	68.254	4.5873	69.841	9.8889
hungarian sports	0.5135	-0.789	5	851	22682	64	0	0	0.3594	21.875	0.3594
hungary	-0.8866	-0.1687	6	1953	1152441	1080	0.4398	10.741	3.8093	47.037	4.2157
hyderabad	-0.3173	0.8171	4	975	24293	50	0.28	12	4.08	36	4.36
hymenoptera	-0.0314	0.9323	1	1103	38179	231	7.9004	81.818	1.1645	40.26	8.987
hypericaceae	0.0772	0.958	1	363	3967	16	3.6875	56.25	1.8125	56.25	5.375
ice hockey	0.5482	-0.727	3	1748	829306	2220	0.0095	0.631	0.8721	28.604	0.8815
